,Date,Precip,DOY,YEAR,Watershed_x,Flow_Ls,Flow_cfs,Flow_cmday,MEF_SnowDepth_cm,Max_Temp_F,Min_Temp_F,Precip_in,Snow_in,DNR_SnowDepth_in,Watershed_y,WTE,Flag,Peatland,DepthtoFrost,FrostThickness,FrostPerc,DNR_SnowDepth_cm,FrostThickness_cm,DOWY,WYEAR
4812,2008-03-05,0.05,65,2008,S2,0.0,0.0,0.0,33.833333333333336,22.0,-4.0,0.01,0.3,16.0,S2,421.64,M,S2,0.0,5.0,100.0,40.64,12.7,156,2008
4813,2008-03-06,0.0,66,2008,S2,0.0,0.0,0.0,,11.0,-13.0,0.0,0.0,16.0,S2,421.64,M,,,,,40.64,,157,2008
4814,2008-03-07,0.0,67,2008,S2,0.0,0.0,0.0,,15.0,-20.0,0.0,0.0,16.0,S2,421.64,M,,,,,40.64,,158,2008
4815,2008-03-08,0.0,68,2008,S2,0.0,0.0,0.0,,19.0,-3.0,0.0,0.0,16.0,S2,421.63,M,,,,,40.64,,159,2008
4816,2008-03-09,0.0,69,2008,S2,0.0,0.0,0.0,,32.0,-2.0,,,15.0,S2,421.62,M,,,,,38.1,,160,2008
4817,2008-03-10,0.0,70,2008,S2,0.0,0.0,0.0,,40.0,-3.0,0.0,0.0,15.0,S2,421.62,M,,,,,38.1,,161,2008
4818,2008-03-11,0.0,71,2008,S2,0.0,0.0,0.0,,50.0,25.0,0.0,0.0,12.0,S2,421.62,M,,,,,30.48,,162,2008
4819,2008-03-12,0.46,72,2008,S2,0.0,0.0,0.0,,43.0,22.0,0.25,1.0,12.0,S2,421.62,M,,,,,30.48,,163,2008
4820,2008-03-13,0.0,73,2008,S2,0.0,0.0,0.0,,47.0,32.0,0.0,0.0,11.0,S2,421.63,M,,,,,27.94,,164,2008
4821,2008-03-14,0.0,74,2008,S2,0.0,0.0,0.0,,34.0,24.0,,,10.0,S2,421.63,M,,,,,25.4,,165,2008
4822,2008-03-15,0.0,75,2008,S2,0.0,0.0,0.0,,34.0,15.0,,,9.0,S2,421.64,M,,,,,22.86,,166,2008
4823,2008-03-16,0.0,76,2008,S2,0.0,0.0,0.0,,38.0,11.0,0.0,0.0,9.0,S2,421.63,M,,,,,22.86,,167,2008
4824,2008-03-17,0.23,77,2008,S2,0.0,0.0,0.0,,34.0,23.0,0.06,0.6,10.0,S2,421.63,M,,,,,25.4,,168,2008
4825,2008-03-18,0.0,78,2008,S2,0.0,0.0,0.0,,38.0,27.0,,,9.0,S2,421.63,M,,,,,22.86,,169,2008
4826,2008-03-19,0.0,79,2008,S2,0.0,0.0,0.0,,41.0,21.0,0.0,0.0,8.0,S2,421.64,M,S2,0.0,5.0,70.0,20.32,12.7,170,2008
4827,2008-03-20,0.0,80,2008,S2,0.0,0.0,0.0,25.366666666666667,42.0,9.0,0.0,0.0,7.0,S2,421.64,M,,,,,17.78,,171,2008
4828,2008-03-21,0.0,81,2008,S2,0.0,0.0,0.0,,37.0,23.0,0.0,0.0,7.0,S2,421.64,M,,,,,17.78,,172,2008
4829,2008-03-22,0.0,82,2008,S2,0.0,0.0,0.0,,41.0,21.0,,,7.0,S2,421.63,M,,,,,17.78,,173,2008
4830,2008-03-23,0.0,83,2008,S2,0.0,0.0,0.0,,35.0,17.0,0.0,0.0,7.0,S2,421.63,M,,,,,17.78,,174,2008
4831,2008-03-24,0.13,84,2008,S2,0.0,0.0,0.0,,37.0,10.0,0.07,0.8,7.0,S2,421.63,M,,,,,17.78,,175,2008
4832,2008-03-25,0.08,85,2008,S2,0.0,0.0,0.0,,41.0,24.0,0.02,0.2,6.0,S2,421.63,M,,,,,15.24,,176,2008
4833,2008-03-26,0.0,86,2008,S2,0.0,0.0,0.0,,35.0,19.0,,,6.0,S2,421.63,M,,,,,15.24,,177,2008
4834,2008-03-27,0.0,87,2008,S2,0.0,0.0,0.0,,37.0,11.0,0.0,0.0,4.0,S2,421.63,M,,,,,10.16,,178,2008
4835,2008-03-28,0.0,88,2008,S2,0.0,0.0,0.0,,46.0,11.0,0.0,0.0,2.0,S2,421.63,M,,,,,5.08,,179,2008
4836,2008-03-29,0.0,89,2008,S2,0.004,0.00014,0.00036,,46.0,29.0,0.0,0.0,1.0,S2,421.63,M,,,,,2.54,,180,2008
4837,2008-03-30,0.05,90,2008,S2,0.001,4e-05,9e-05,,43.0,32.0,,,,S2,421.64,M,,,,,,,181,2008
4838,2008-03-31,0.0,91,2008,S2,0.0,0.0,0.0,,36.0,29.0,0.0,0.0,,S2,421.64,M,,,,,,,182,2008
4839,2008-04-01,0.0,92,2008,S2,0.0,0.0,0.0,,45.0,23.0,0.0,0.0,,S2,421.64,M,,,,,,,183,2008
4840,2008-04-02,0.0,93,2008,S2,0.0,0.0,0.0,,43.0,23.0,0.03,,,S2,421.64,M,,,,,,,184,2008
4841,2008-04-03,0.0,94,2008,S2,0.004,0.00014,0.00036,18.6,56.0,29.0,,,,S2,421.68,M,S2,8.0,5.0,90.0,,12.7,185,2008
4842,2008-04-04,0.0,95,2008,S2,0.03,0.00106,0.00267,,60.0,24.0,0.0,0.0,,S2,421.72,M,,,,,,,186,2008
4843,2008-04-05,0.61,96,2008,S2,0.09,0.00318,0.00802,,50.0,29.0,0.49,3.7,4.0,S2,421.75,M,,,,,10.16,,187,2008
4844,2008-04-06,5.54,97,2008,S2,0.05,0.00177,0.00445,,31.0,29.0,1.89,14.5,18.0,S2,421.79,M,,,,,45.72,,188,2008
4845,2008-04-07,1.4,98,2008,S2,0.02,0.00071,0.00178,,39.0,29.0,0.1,0.8,16.0,S2,421.81,M,,,,,40.64,,189,2008
4846,2008-04-08,0.0,99,2008,S2,0.01,0.00035,0.00089,,46.0,29.0,0.0,0.0,11.0,S2,421.81,M,,,,,27.94,,190,2008
4847,2008-04-09,0.0,100,2008,S2,0.01,0.00035,0.00089,,48.0,30.0,0.0,0.0,8.0,S2,421.81,M,,,,,20.32,,191,2008
4848,2008-04-10,0.51,101,2008,S2,0.01,0.00035,0.00089,,42.0,29.0,0.11,1.2,8.0,S2,421.82,M,,,,,20.32,,192,2008
4849,2008-04-11,1.83,102,2008,S2,0.01,0.00035,0.00089,,34.0,28.0,0.77,8.4,15.0,S2,421.82,M,,,,,38.1,,193,2008
4850,2008-04-12,0.0,103,2008,S2,0.01,0.00035,0.00089,,43.0,23.0,0.0,0.0,11.0,S2,421.82,M,,,,,27.94,,194,2008
4851,2008-04-13,0.0,104,2008,S2,0.01,0.00035,0.00089,,50.0,19.0,0.0,0.0,9.0,S2,421.82,M,,,,,22.86,,195,2008
4852,2008-04-14,0.0,105,2008,S2,0.04,0.00141,0.00356,,50.0,18.0,0.0,0.0,8.0,S2,421.84,M,S2,0.0,5.0,80.0,20.32,12.7,196,2008
4853,2008-04-15,0.0,106,2008,S2,0.23,0.00812,0.02049,,60.0,38.0,0.0,0.0,2.0,S2,421.96,M,,,,,5.08,,197,2008
4854,2008-04-16,0.03,107,2008,S2,1.13,0.03991,0.10065,28.333333333333332,55.0,30.0,,0.0,,S2,422.01,M,,,,,,,198,2008
4855,2008-04-17,0.0,108,2008,S2,0.95,0.03355,0.08462,,58.0,26.0,0.0,0.0,,S2,422.02,M,,,,,,,199,2008
4856,2008-04-18,0.0,109,2008,S2,2.02,0.07134,0.17993,,56.0,27.0,0.0,0.0,,S2,422.04,M,,,,,,,200,2008
4857,2008-04-19,0.0,110,2008,S2,3.52,0.12431,0.31353,,58.0,29.0,0.0,0.0,0.0,S2,422.06,M,,,,,0.0,,201,2008
4858,2008-04-20,0.0,111,2008,S2,5.08,0.1794,0.45249,,59.0,38.0,0.0,0.0,0.0,S2,422.07,M,,,,,0.0,,202,2008
4859,2008-04-21,0.71,112,2008,S2,6.87,0.24261,0.61193,,74.0,37.0,0.45,0.0,0.0,S2,422.09,M,,,,,0.0,,203,2008
4860,2008-04-22,0.0,113,2008,S2,8.88,0.3136,0.79096,,60.0,31.0,0.0,0.0,0.0,S2,422.09,M,,,,,0.0,,204,2008
4861,2008-04-23,0.0,114,2008,S2,6.66,0.2352,0.59322,,66.0,31.0,0.0,0.0,0.0,S2,422.07,M,,,,,0.0,,205,2008
4862,2008-04-24,1.12,115,2008,S2,7.17,0.25321,0.63865,,55.0,38.0,0.75,0.0,0.0,S2,422.05,M,,,,,0.0,,206,2008
4863,2008-04-25,1.47,116,2008,S2,6.14,0.21683,0.5469,,38.0,30.0,0.62,0.6,,S2,422.04,M,,,,,,,207,2008
4864,2008-04-26,0.86,117,2008,S2,4.09,0.14444,0.36431,,30.0,23.0,0.37,3.5,3.0,S2,422.02,M,,,,,7.62,,208,2008
4865,2008-04-27,0.0,118,2008,S2,2.94,0.10383,0.26187,,44.0,20.0,0.0,0.0,,S2,422.01,M,,,,,,,209,2008
4866,2008-04-28,0.0,119,2008,S2,1.95,0.06886,0.17369,,43.0,25.0,0.0,0.0,,S2,422.0,M,,,,,,,210,2008
4867,2008-04-29,0.0,120,2008,S2,3.1,0.10948,0.27612,,54.0,23.0,0.0,0.0,,S2,422.01,M,,,,,,,211,2008
4868,2008-04-30,0.03,121,2008,S2,3.44,0.12148,0.30641,2.3666666666666667,61.0,30.0,0.01,0.0,0.0,S2,422.02,M,,,,,0.0,,212,2008
4869,2008-05-01,0.0,122,2008,S2,3.93,0.13879,0.35005,,58.0,38.0,0.0,0.0,0.0,S2,422.01,M,S2,0.0,5.0,80.0,0.0,12.7,213,2008
4870,2008-05-02,0.43,123,2008,S2,3.61,0.12749,0.32155,,46.0,37.0,0.37,0.0,0.0,S2,422.0,M,,,,,0.0,,214,2008
4871,2008-05-03,0.0,124,2008,S2,2.3,0.08122,0.20487,,54.0,34.0,0.0,0.0,0.0,S2,422.0,M,,,,,0.0,,215,2008
4872,2008-05-04,0.0,125,2008,S2,2.15,0.07593,0.19151,,64.0,28.0,0.0,0.0,0.0,S2,421.99,M,,,,,0.0,,216,2008
4873,2008-05-05,0.0,126,2008,S2,1.27,0.04485,0.11312,,59.0,26.0,,0.0,0.0,S2,421.98,M,,,,,0.0,,217,2008
4874,2008-05-06,1.83,127,2008,S2,1.54,0.05439,0.13717,,74.0,35.0,0.56,0.0,0.0,S2,422.0,M,,,,,0.0,,218,2008
4875,2008-05-07,0.05,128,2008,S2,3.88,0.13702,0.3456,,62.0,38.0,0.0,0.0,0.0,S2,422.01,M,,,,,0.0,,219,2008
4876,2008-05-08,0.0,129,2008,S2,3.04,0.10736,0.27078,,58.0,31.0,0.0,0.0,0.0,S2,422.0,M,S2,0.0,3.0,60.0,0.0,7.62,220,2008
4877,2008-05-09,0.0,130,2008,S2,2.24,0.07911,0.19952,,59.0,33.0,0.0,0.0,0.0,S2,421.98,M,,,,,0.0,,221,2008
4878,2008-05-10,0.66,131,2008,S2,1.82,0.06427,0.16211,,52.0,34.0,0.58,,,S2,421.98,M,,,,,,,222,2008
4879,2008-05-11,0.56,132,2008,S2,2.18,0.07699,0.19418,,56.0,35.0,0.0,0.0,0.0,S2,421.98,M,,,,,0.0,,223,2008
4880,2008-05-12,0.0,133,2008,S2,1.75,0.0618,0.15588,,49.0,35.0,0.0,0.0,0.0,S2,421.98,M,,,,,0.0,,224,2008
4881,2008-05-13,0.2,134,2008,S2,1.37,0.04838,0.12203,,51.0,38.0,0.19,0.0,0.0,S2,421.97,M,,,,,0.0,,225,2008
4882,2008-05-14,0.0,135,2008,S2,1.03,0.03637,0.09174,,67.0,32.0,0.0,0.0,0.0,S2,421.97,M,,,,,0.0,,226,2008
4883,2008-05-15,0.05,136,2008,S2,1.02,0.03602,0.09085,,67.0,42.0,0.2,0.0,0.0,S2,421.96,M,S2,0.0,3.0,50.0,0.0,7.62,227,2008
4884,2008-05-16,0.03,137,2008,S2,0.78,0.02755,0.06948,,79.0,39.0,0.01,0.0,0.0,S2,421.96,M,,,,,0.0,,228,2008
4885,2008-05-17,0.28,138,2008,S2,0.6,0.02119,0.05344,,65.0,40.0,0.09,0.0,0.0,S2,421.95,M,,,,,0.0,,229,2008
4886,2008-05-18,0.0,139,2008,S2,0.38,0.01342,0.03385,,61.0,33.0,0.0,0.0,0.0,S2,421.95,M,,,,,0.0,,230,2008
4887,2008-05-19,0.0,140,2008,S2,0.3,0.01059,0.02672,,57.0,39.0,0.01,0.0,0.0,S2,421.95,M,,,,,0.0,,231,2008
4888,2008-05-20,0.0,141,2008,S2,0.34,0.01201,0.03028,,62.0,41.0,0.0,0.0,0.0,S2,421.95,M,,,,,0.0,,232,2008
4889,2008-05-21,0.0,142,2008,S2,0.26,0.00918,0.02316,,67.0,33.0,0.0,0.0,0.0,S2,421.94,M,,,,,0.0,,233,2008
4890,2008-05-22,0.0,143,2008,S2,0.25,0.00883,0.02227,,67.0,37.0,0.0,0.0,0.0,S2,421.94,M,,,,,0.0,,234,2008
4891,2008-05-23,0.0,144,2008,S2,0.16,0.00565,0.01425,,68.0,40.0,0.0,0.0,0.0,S2,421.93,M,,,,,0.0,,235,2008
4892,2008-05-24,0.0,145,2008,S2,0.19,0.00671,0.01692,,72.0,42.0,0.0,0.0,0.0,S2,421.93,M,,,,,0.0,,236,2008
4893,2008-05-25,0.08,146,2008,S2,0.12,0.00424,0.01069,,79.0,52.0,0.07,0.0,0.0,S2,421.93,M,,,,,0.0,,237,2008
4894,2008-05-26,0.08,147,2008,S2,0.09,0.00318,0.00802,,61.0,40.0,0.2,0.0,0.0,S2,421.92,M,,,,,0.0,,238,2008
4895,2008-05-27,0.0,148,2008,S2,0.06,0.00212,0.00534,,65.0,31.0,0.0,0.0,0.0,S2,421.92,M,,,,,0.0,,239,2008
4896,2008-05-28,0.0,149,2008,S2,0.05,0.00177,0.00445,,73.0,35.0,0.0,0.0,0.0,S2,421.92,M,,,,,0.0,,240,2008
4897,2008-05-29,1.09,150,2008,S2,0.08,0.00283,0.00713,,68.0,44.0,0.8,0.0,0.0,S2,421.94,M,S2,0.0,0.0,0.0,0.0,0.0,241,2008
4898,2008-05-30,0.41,151,2008,S2,0.34,0.01201,0.03028,,59.0,51.0,0.05,0.0,0.0,S2,421.94,M,,,,,0.0,,242,2008
4899,2008-05-31,0.0,152,2008,S2,0.39,0.01377,0.03474,,74.0,46.0,0.0,0.0,0.0,S2,421.94,M,,,,,0.0,,243,2008
4900,2008-06-01,0.1,153,2008,S2,0.21,0.00742,0.01871,,82.0,45.0,0.0,0.0,0.0,S2,421.93,M,,,,,0.0,,244,2008
4901,2008-06-02,0.0,154,2008,S2,0.17,0.006,0.01514,,69.0,45.0,0.0,0.0,0.0,S2,421.93,M,,,,,0.0,,245,2008
4902,2008-06-03,0.38,155,2008,S2,0.09,0.00318,0.00802,,60.0,45.0,0.02,0.0,0.0,S2,421.92,M,,,,,0.0,,246,2008
4903,2008-06-04,0.51,156,2008,S2,0.14,0.00494,0.01247,,55.0,46.0,0.39,0.0,0.0,S2,421.93,M,,,,,0.0,,247,2008
4904,2008-06-05,2.74,157,2008,S2,0.39,0.01377,0.03474,,60.0,50.0,0.79,0.0,0.0,S2,421.97,M,,,,,0.0,,248,2008
4905,2008-06-06,0.97,158,2008,S2,3.97,0.1402,0.35362,,69.0,51.0,0.46,0.0,0.0,S2,421.99,M,,,,,0.0,,249,2008
4906,2008-06-07,0.0,159,2008,S2,3.49,0.12325,0.31086,,77.0,54.0,0.0,0.0,0.0,S2,421.98,M,,,,,0.0,,250,2008
4907,2008-06-08,0.15,160,2008,S2,2.52,0.08899,0.22446,,80.0,49.0,0.13,0.0,0.0,S2,421.97,M,,,,,0.0,,251,2008
4908,2008-06-09,0.91,161,2008,S2,1.53,0.05403,0.13628,,70.0,50.0,0.05,0.0,0.0,S2,421.96,M,,,,,0.0,,252,2008
4909,2008-06-10,0.0,162,2008,S2,1.72,0.06074,0.1532,,61.0,46.0,0.37,0.0,0.0,S2,421.96,M,,,,,0.0,,253,2008
4910,2008-06-11,0.71,163,2008,S2,1.52,0.05368,0.13539,,51.0,45.0,0.55,0.0,0.0,S2,421.96,M,,,,,0.0,,254,2008
4911,2008-06-12,0.28,164,2008,S2,1.91,0.06745,0.17013,,77.0,51.0,0.18,0.0,0.0,S2,421.96,M,,,,,0.0,,255,2008
4912,2008-06-13,0.33,165,2008,S2,1.38,0.04873,0.12292,,65.0,49.0,0.03,0.0,0.0,S2,421.95,M,,,,,0.0,,256,2008
4913,2008-06-14,0.81,166,2008,S2,1.2,0.04238,0.10689,,74.0,51.0,0.34,0.0,0.0,S2,421.95,M,,,,,0.0,,257,2008
4914,2008-06-15,0.2,167,2008,S2,1.29,0.04556,0.1149,,66.0,49.0,0.02,0.0,0.0,S2,421.95,M,,,,,0.0,,258,2008
4915,2008-06-16,0.1,168,2008,S2,0.76,0.02684,0.06769,,71.0,47.0,0.0,0.0,0.0,S2,421.94,M,,,,,0.0,,259,2008
4916,2008-06-17,0.0,169,2008,S2,0.6,0.02119,0.05344,,79.0,42.0,0.0,0.0,0.0,S2,421.94,M,,,,,0.0,,260,2008
4917,2008-06-18,0.0,170,2008,S2,0.38,0.01342,0.03385,,80.0,42.0,0.0,0.0,0.0,S2,421.94,M,,,,,0.0,,261,2008
4918,2008-06-19,0.61,171,2008,S2,0.32,0.0113,0.0285,,82.0,48.0,0.1,0.0,0.0,S2,421.93,M,,,,,0.0,,262,2008
4919,2008-06-20,0.0,172,2008,S2,0.2,0.00706,0.01781,,84.0,53.0,0.0,0.0,0.0,S2,421.93,M,,,,,0.0,,263,2008
4920,2008-06-21,0.1,173,2008,S2,0.16,0.00565,0.01425,,78.0,51.0,0.0,0.0,0.0,S2,421.92,M,,,,,0.0,,264,2008
4921,2008-06-22,0.0,174,2008,S2,0.12,0.00424,0.01069,,79.0,52.0,0.0,0.0,0.0,S2,421.92,M,,,,,0.0,,265,2008
4922,2008-06-23,0.0,175,2008,S2,0.05,0.00177,0.00445,,82.0,49.0,0.0,0.0,0.0,S2,421.91,M,,,,,0.0,,266,2008
4923,2008-06-24,0.0,176,2008,S2,0.01,0.00035,0.00089,,85.0,59.0,0.0,0.0,0.0,S2,421.91,M,,,,,0.0,,267,2008
4924,2008-06-25,0.0,177,2008,S2,0.01,0.00035,0.00089,,83.0,64.0,0.0,0.0,0.0,S2,421.9,M,,,,,0.0,,268,2008
4925,2008-06-26,0.0,178,2008,S2,0.01,0.00035,0.00089,,83.0,56.0,0.0,0.0,0.0,S2,421.9,M,,,,,0.0,,269,2008
4926,2008-06-27,2.67,179,2008,S2,0.08,0.00283,0.00713,,80.0,59.0,0.79,0.0,0.0,S2,421.93,M,,,,,0.0,,270,2008
4927,2008-06-28,0.3,180,2008,S2,0.39,0.01377,0.03474,,65.0,53.0,0.08,0.0,0.0,S2,421.93,M,,,,,0.0,,271,2008
4928,2008-06-29,0.0,181,2008,S2,0.34,0.01201,0.03028,,78.0,51.0,0.0,0.0,0.0,S2,421.92,M,,,,,0.0,,272,2008
4929,2008-06-30,0.0,182,2008,S2,0.14,0.00494,0.01247,,83.0,48.0,0.0,0.0,0.0,S2,421.92,M,,,,,0.0,,273,2008
4930,2008-07-01,0.15,183,2008,S2,0.03,0.00106,0.00267,,87.0,64.0,0.0,0.0,0.0,S2,421.91,M,,,,,0.0,,274,2008
4931,2008-07-02,0.0,184,2008,S2,0.01,0.00035,0.00089,,73.0,47.0,0.0,0.0,0.0,S2,421.9,M,,,,,0.0,,275,2008
4932,2008-07-03,0.0,185,2008,S2,0.006,0.00021,0.00053,,74.0,43.0,0.0,0.0,0.0,S2,421.89,M,,,,,0.0,,276,2008
4933,2008-07-04,0.0,186,2008,S2,0.0,0.0,0.0,,78.0,46.0,0.0,0.0,0.0,S2,421.88,M,,,,,0.0,,277,2008
4934,2008-07-05,0.0,187,2008,S2,0.0,0.0,0.0,,85.0,52.0,0.0,0.0,0.0,S2,421.87,M,,,,,0.0,,278,2008
4935,2008-07-06,0.1,188,2008,S2,0.0,0.0,0.0,,88.0,60.0,0.0,0.0,0.0,S2,421.87,M,,,,,0.0,,279,2008
4936,2008-07-07,0.1,189,2008,S2,0.0,0.0,0.0,,80.0,53.0,0.04,0.0,0.0,S2,421.86,M,,,,,0.0,,280,2008
4937,2008-07-08,0.0,190,2008,S2,0.0,0.0,0.0,,68.0,53.0,0.0,0.0,0.0,S2,421.86,M,,,,,0.0,,281,2008
4938,2008-07-09,0.0,191,2008,S2,0.0,0.0,0.0,,80.0,49.0,0.04,0.0,0.0,S2,421.86,M,,,,,0.0,,282,2008
4939,2008-07-10,0.18,192,2008,S2,0.0,0.0,0.0,,77.0,55.0,0.03,0.0,0.0,S2,421.85,M,,,,,0.0,,283,2008
4940,2008-07-11,1.45,193,2008,S2,0.0,0.0,0.0,,80.0,53.0,0.64,0.0,0.0,S2,421.89,M,,,,,0.0,,284,2008
4941,2008-07-12,0.25,194,2008,S2,0.0,0.0,0.0,,74.0,52.0,0.13,0.0,0.0,S2,421.89,M,,,,,0.0,,285,2008
4942,2008-07-13,0.0,195,2008,S2,0.0,0.0,0.0,,74.0,52.0,0.0,0.0,0.0,S2,421.88,M,,,,,0.0,,286,2008
4943,2008-07-14,4.14,196,2008,S2,0.01,0.00035,0.00089,,84.0,46.0,0.16,0.0,0.0,S2,421.96,M,,,,,0.0,,287,2008
4944,2008-07-15,0.03,197,2008,S2,1.84,0.06498,0.16389,,83.0,55.0,0.02,0.0,0.0,S2,421.96,M,,,,,0.0,,288,2008
4945,2008-07-16,0.2,198,2008,S2,1.0,0.03532,0.08907,,78.0,55.0,,0.0,0.0,S2,421.94,M,,,,,0.0,,289,2008
4946,2008-07-17,0.0,199,2008,S2,0.55,0.01942,0.04899,,83.0,56.0,0.0,0.0,0.0,S2,421.94,M,,,,,0.0,,290,2008
4947,2008-07-18,0.0,200,2008,S2,0.32,0.0113,0.0285,,80.0,56.0,0.0,0.0,0.0,S2,421.93,M,,,,,0.0,,291,2008
4948,2008-07-19,0.13,201,2008,S2,0.15,0.0053,0.01336,,71.0,52.0,0.09,0.0,0.0,S2,421.92,M,,,,,0.0,,292,2008
4949,2008-07-20,0.08,202,2008,S2,0.13,0.00459,0.01158,,77.0,52.0,0.03,0.0,0.0,S2,421.92,M,,,,,0.0,,293,2008
4950,2008-07-21,0.25,203,2008,S2,0.06,0.00212,0.00534,,78.0,57.0,0.06,0.0,0.0,S2,421.91,M,,,,,0.0,,294,2008
4951,2008-07-22,0.0,204,2008,S2,0.05,0.00177,0.00445,,81.0,54.0,0.0,0.0,0.0,S2,421.91,M,,,,,0.0,,295,2008
4952,2008-07-23,0.0,205,2008,S2,0.02,0.00071,0.00178,,81.0,50.0,0.0,0.0,0.0,S2,421.9,M,,,,,0.0,,296,2008
4953,2008-07-24,0.81,206,2008,S2,0.06,0.00212,0.00534,,76.0,61.0,0.89,0.0,0.0,S2,421.91,M,,,,,0.0,,297,2008
4954,2008-07-25,0.0,207,2008,S2,0.05,0.00177,0.00445,,81.0,61.0,0.0,0.0,0.0,S2,421.91,M,,,,,0.0,,298,2008
4955,2008-07-26,0.0,208,2008,S2,0.007,0.00025,0.00062,,81.0,56.0,0.0,0.0,0.0,S2,421.9,M,,,,,0.0,,299,2008
4956,2008-07-27,0.0,209,2008,S2,0.0,0.0,0.0,,84.0,56.0,0.0,0.0,0.0,S2,421.9,M,,,,,0.0,,300,2008
4957,2008-07-28,0.0,210,2008,S2,0.0,0.0,0.0,,84.0,55.0,0.0,0.0,0.0,S2,421.89,M,,,,,0.0,,301,2008
4958,2008-07-29,1.52,211,2008,S2,0.05,0.00177,0.00445,,83.0,63.0,0.79,0.0,0.0,S2,421.92,M,,,,,0.0,,302,2008
4959,2008-07-30,0.0,212,2008,S2,0.03,0.00106,0.00267,,81.0,59.0,0.0,0.0,0.0,S2,421.91,M,,,,,0.0,,303,2008
4960,2008-07-31,0.0,213,2008,S2,0.002,7e-05,0.00018,,83.0,55.0,0.0,0.0,0.0,S2,421.9,M,,,,,0.0,,304,2008
4961,2008-08-01,0.0,214,2008,S2,0.0,0.0,0.0,,82.0,53.0,0.0,0.0,0.0,S2,421.9,M,,,,,0.0,,305,2008
4962,2008-08-02,0.0,215,2008,S2,0.0,0.0,0.0,,81.0,50.0,0.0,0.0,0.0,S2,421.89,M,,,,,0.0,,306,2008
4963,2008-08-03,0.0,216,2008,S2,0.0,0.0,0.0,,75.0,58.0,,0.0,0.0,S2,421.88,M,,,,,0.0,,307,2008
4964,2008-08-04,0.0,217,2008,S2,0.0,0.0,0.0,,83.0,59.0,0.0,0.0,0.0,S2,421.88,M,,,,,0.0,,308,2008
4965,2008-08-05,0.0,218,2008,S2,0.0,0.0,0.0,,83.0,56.0,0.0,0.0,0.0,S2,421.87,M,,,,,0.0,,309,2008
4966,2008-08-06,0.23,219,2008,S2,0.0,0.0,0.0,,81.0,51.0,0.02,0.0,0.0,S2,421.85,M,,,,,0.0,,310,2008
4967,2008-08-07,0.0,220,2008,S2,0.0,0.0,0.0,,79.0,51.0,0.0,0.0,0.0,S2,421.85,M,,,,,0.0,,311,2008
4968,2008-08-08,0.0,221,2008,S2,0.0,0.0,0.0,,79.0,50.0,0.0,0.0,0.0,S2,421.83,M,,,,,0.0,,312,2008
4969,2008-08-09,0.0,222,2008,S2,0.0,0.0,0.0,,82.0,51.0,0.0,0.0,0.0,S2,421.82,M,,,,,0.0,,313,2008
4970,2008-08-10,0.0,223,2008,S2,0.0,0.0,0.0,,78.0,47.0,0.0,0.0,0.0,S2,421.81,M,,,,,0.0,,314,2008
4971,2008-08-11,0.0,224,2008,S2,0.0,0.0,0.0,,78.0,48.0,0.0,0.0,0.0,S2,421.8,M,,,,,0.0,,315,2008
4972,2008-08-12,0.56,225,2008,S2,0.0,0.0,0.0,,77.0,59.0,0.09,0.0,0.0,S2,421.8,M,,,,,0.0,,316,2008
4973,2008-08-13,0.05,226,2008,S2,0.0,0.0,0.0,,83.0,57.0,0.0,0.0,0.0,S2,421.81,M,,,,,0.0,,317,2008
4974,2008-08-14,0.51,227,2008,S2,0.0,0.0,0.0,,78.0,52.0,0.14,0.0,0.0,S2,421.81,M,,,,,0.0,,318,2008
4975,2008-08-15,0.0,228,2008,S2,0.0,0.0,0.0,,80.0,44.0,0.0,0.0,0.0,S2,421.8,M,,,,,0.0,,319,2008
4976,2008-08-16,0.0,229,2008,S2,0.0,0.0,0.0,,87.0,53.0,0.0,0.0,0.0,S2,421.79,M,,,,,0.0,,320,2008
4977,2008-08-17,0.0,230,2008,S2,0.0,0.0,0.0,,91.0,57.0,0.0,0.0,0.0,S2,421.77,M,,,,,0.0,,321,2008
4978,2008-08-18,0.0,231,2008,S2,0.0,0.0,0.0,,87.0,54.0,0.0,0.0,0.0,S2,421.76,M,,,,,0.0,,322,2008
4979,2008-08-19,0.0,232,2008,S2,0.0,0.0,0.0,,82.0,53.0,0.0,0.0,0.0,S2,421.75,M,,,,,0.0,,323,2008
4980,2008-08-20,0.0,233,2008,S2,0.0,0.0,0.0,,84.0,56.0,0.0,0.0,0.0,S2,421.74,M,,,,,0.0,,324,2008
4981,2008-08-21,0.0,234,2008,S2,0.0,0.0,0.0,,84.0,,0.0,0.0,0.0,S2,421.73,M,,,,,0.0,,325,2008
4982,2008-08-22,0.48,235,2008,S2,0.0,0.0,0.0,,79.0,61.0,0.11,0.0,0.0,S2,421.72,M,,,,,0.0,,326,2008
4983,2008-08-23,0.0,236,2008,S2,0.0,0.0,0.0,,70.0,50.0,0.0,0.0,0.0,S2,421.72,M,,,,,0.0,,327,2008
4984,2008-08-24,0.0,237,2008,S2,0.0,0.0,0.0,,72.0,44.0,0.0,0.0,0.0,S2,421.71,M,,,,,0.0,,328,2008
4985,2008-08-25,0.0,238,2008,S2,0.0,0.0,0.0,,79.0,39.0,0.0,0.0,0.0,S2,421.69,M,,,,,0.0,,329,2008
