"Date","STATION","MAXC","MINC","FLAG"
1964-02-22,"North",-3,-18,NA
1964-02-23,"North",-13,-28,NA
1964-02-24,"North",-12,-27,NA
1964-02-25,"North",-13,-22,NA
1964-02-26,"North",-16,-28,NA
1964-02-27,"North",-4,-23,NA
1964-02-28,"North",3,-18,NA
1964-02-29,"North",9,-4,NA
1964-03-01,"North",6,-13,NA
1964-03-02,"North",3,-14,NA
1964-03-03,"North",-4,-21,NA
1964-03-04,"North",-2,-18,NA
1964-03-05,"North",-3,-27,NA
1964-03-06,"North",-4,-18,NA
1964-03-07,"North",-4,-26,NA
1964-03-08,"North",-1,-19,NA
1964-03-09,"North",1,-18,NA
1964-03-10,"North",2,-9,NA
1964-03-11,"North",3,-11,NA
1964-03-12,"North",7,-13,NA
1964-03-13,"North",9,1,NA
1964-03-14,"North",2,-7,NA
1964-03-15,"North",3,-14,NA
1964-03-16,"North",-2,-22,NA
1964-03-17,"North",-10,-26,NA
1964-03-18,"North",-3,-22,NA
1964-03-19,"North",-3,-8,NA
1964-03-20,"North",-1,-11,NA
1964-03-21,"North",-1,-14,NA
1964-03-22,"North",2,-14,NA
1964-03-23,"North",6,-6,NA
1964-03-24,"North",-2,-19,NA
1964-03-25,"North",-6,-22,NA
1964-03-26,"North",-5,-21,NA
1964-03-27,"North",-5,-23,NA
1964-03-28,"North",-6,-24,NA
1964-03-29,"North",-4,-19,NA
1964-03-30,"North",1,-20,NA
1964-03-31,"North",-3,-19,NA
1964-04-01,"North",7,-8,NA
1964-04-02,"North",10,-8,NA
1964-04-03,"North",3,-10,NA
1964-04-04,"North",7,-8,NA
1964-04-05,"North",4,-7,NA
1964-04-06,"North",2,-2,NA
1964-04-07,"North",0,-9,NA
1964-04-08,"North",6,-16,NA
1964-04-09,"North",8,-7,NA
1964-04-10,"North",12,-9,NA
1964-04-11,"North",20,2,NA
1964-04-12,"North",17,-1,NA
1964-04-13,"North",8,-6,NA
1964-04-14,"North",4,-8,NA
1964-04-15,"North",13,-7,NA
1964-04-16,"North",27,1,NA
1964-04-17,"North",5,-5,NA
1964-04-18,"North",7,-9,NA
1964-04-19,"North",11,-8,NA
1964-04-20,"North",17,-6,NA
1964-04-21,"North",3,-1,NA
1964-04-22,"North",11,-3,NA
1964-04-23,"North",14,-6,NA
1964-04-24,"North",17,-1,NA
1964-04-25,"North",20,-2,NA
1964-04-26,"North",20,2,NA
1964-04-27,"North",11,8,NA
1964-04-28,"North",12,1,NA
1964-04-29,"North",7,1,NA
1964-04-30,"North",11,4,NA
1964-05-01,"North",11,6,NA
1964-05-02,"North",15,5,NA
1964-05-03,"North",24,8,NA
1964-05-04,"North",16,3,NA
1964-05-05,"North",22,1,NA
1964-05-06,"North",18,11,NA
1964-05-07,"North",23,10,NA
1964-05-08,"North",17,8,NA
1964-05-09,"North",12,2,NA
1964-05-10,"North",23,-1,NA
1964-05-11,"North",23,8,NA
1964-05-12,"North",17,2,NA
1964-05-13,"North",19,-3,NA
1964-05-14,"North",23,1,NA
1964-05-15,"North",21,6,NA
1964-05-16,"North",23,4,NA
1964-05-17,"North",27,3,NA
1964-05-18,"North",28,13,NA
1964-05-19,"North",19,3,NA
1964-05-20,"North",23,2,NA
1964-05-21,"North",33,12,NA
1964-05-22,"North",32,14,NA
1964-05-23,"North",29,12,NA
1964-05-24,"North",23,7,NA
1964-05-25,"North",24,7,NA
1964-05-26,"North",18,6,NA
1964-05-27,"North",14,3,NA
1964-05-28,"North",17,0,NA
1964-05-29,"North",19,-1,NA
1964-05-30,"North",17,-2,NA
1964-05-31,"North",14,-2,NA
1964-06-01,"North",14,-6,NA
1964-06-02,"North",17,1,NA
1964-06-03,"North",18,-2,NA
1964-06-04,"North",21,-3,NA
1964-06-05,"North",22,8,NA
1964-06-06,"North",16,13,NA
1964-06-07,"North",21,12,NA
1964-06-08,"North",25,12,NA
1964-06-09,"North",21,6,NA
1964-06-10,"North",19,2,NA
1964-06-11,"North",21,7,NA
1964-06-12,"North",24,12,NA
1964-06-13,"North",26,13,NA
1964-06-14,"North",24,10,NA
1964-06-15,"North",18,1,NA
1964-06-16,"North",21,0,NA
1964-06-17,"North",14,9,NA
1964-06-18,"North",23,13,NA
1964-06-19,"North",17,12,NA
1964-06-20,"North",19,6,NA
1964-06-21,"North",22,4,NA
1964-06-22,"North",19,6,NA
1964-06-23,"North",16,10,NA
1964-06-24,"North",24,8,NA
1964-06-25,"North",31,10,NA
1964-06-26,"North",30,13,NA
1964-06-27,"North",30,11,NA
1964-06-28,"North",30,16,NA
1964-06-29,"North",30,16,NA
1964-06-30,"North",26,12,NA
1964-07-01,"North",26,11,NA
1964-07-02,"North",26,11,NA
1964-07-03,"North",23,10,NA
1964-07-04,"North",26,7,NA
1964-07-05,"North",26,11,NA
1964-07-06,"North",27,14,NA
1964-07-07,"North",28,14,NA
1964-07-08,"North",22,12,NA
1964-07-09,"North",23,12,NA
1964-07-10,"North",24,12,NA
1964-07-11,"North",26,8,NA
1964-07-12,"North",25,7,NA
1964-07-13,"North",27,8,NA
1964-07-14,"North",30,8,NA
1964-07-15,"North",29,12,NA
1964-07-16,"North",31,19,NA
1964-07-17,"North",31,16,NA
1964-07-18,"North",29,13,NA
1964-07-19,"North",33,14,NA
1964-07-20,"North",27,12,NA
1964-07-21,"North",28,9,NA
1964-07-22,"North",27,13,NA
1964-07-23,"North",32,16,NA
1964-07-24,"North",27,12,NA
1964-07-25,"North",22,12,NA
1964-07-26,"North",27,9,NA
1964-07-27,"North",28,14,NA
1964-07-28,"North",23,15,NA
1964-07-29,"North",23,8,NA
1964-07-30,"North",25,4,NA
1964-07-31,"North",24,16,NA
1964-08-01,"North",32,19,NA
1964-08-02,"North",32,16,NA
1964-08-03,"North",31,12,NA
1964-08-04,"North",31,12,NA
1964-08-05,"North",31,14,NA
1964-08-06,"North",30,17,NA
1964-08-07,"North",22,11,NA
1964-08-08,"North",21,4,NA
1964-08-09,"North",15,8,NA
1964-08-10,"North",24,13,NA
1964-08-11,"North",15,8,NA
1964-08-12,"North",13,3,NA
1964-08-13,"North",18,1,NA
1964-08-14,"North",20,0,NA
1964-08-15,"North",21,10,NA
1964-08-16,"North",24,9,NA
1964-08-17,"North",25,8,NA
1964-08-18,"North",23,7,NA
1964-08-19,"North",24,4,NA
1964-08-20,"North",18,10,NA
1964-08-21,"North",13,11,NA
1964-08-22,"North",13,9,NA
1964-08-23,"North",21,9,NA
1964-08-24,"North",17,10,NA
1964-08-25,"North",17,6,NA
1964-08-26,"North",22,3,NA
1964-08-27,"North",20,14,NA
1964-08-28,"North",21,9,NA
1964-08-29,"North",21,6,NA
1964-08-30,"North",16,12,NA
1964-08-31,"North",21,9,NA
1964-09-01,"North",21,11,NA
1964-09-02,"North",27,16,NA
1964-09-03,"North",26,9,NA
1964-09-04,"North",12,3,NA
1964-09-05,"North",19,2,NA
1964-09-06,"North",16,11,NA
1964-09-07,"North",13,7,NA
1964-09-08,"North",20,9,NA
1964-09-09,"North",26,11,NA
1964-09-10,"North",14,3,NA
1964-09-11,"North",12,1,NA
1964-09-12,"North",17,-1,NA
1964-09-13,"North",20,4,NA
1964-09-14,"North",11,-3,NA
1964-09-15,"North",13,-6,NA
1964-09-16,"North",17,5,NA
1964-09-17,"North",24,4,NA
1964-09-18,"North",22,12,NA
1964-09-19,"North",16,9,NA
1964-09-20,"North",15,4,NA
1964-09-21,"North",16,2,NA
1964-09-22,"North",20,1,NA
1964-09-23,"North",11,6,NA
1964-09-24,"North",12,-1,NA
1964-09-25,"North",15,-1,NA
1964-09-26,"North",13,1,NA
1964-09-27,"North",8,-3,NA
1964-09-28,"North",16,-2,NA
1964-09-29,"North",11,3,NA
1964-09-30,"North",13,-2,NA
1964-10-01,"North",18,13,NA
1964-10-02,"North",15,6,NA
1964-10-03,"North",16,3,NA
1964-10-04,"North",5,1,NA
1964-10-05,"North",4,-3,NA
1964-10-06,"North",6,-2,NA
1964-10-07,"North",13,3,NA
1964-10-08,"North",6,-4,NA
1964-10-09,"North",8,-9,NA
1964-10-10,"North",11,-8,NA
1964-10-11,"North",13,2,NA
1964-10-12,"North",17,1,NA
1964-10-13,"North",22,-3,NA
1964-10-14,"North",25,11,NA
1964-10-15,"North",23,4,NA
1964-10-16,"North",21,4,NA
1964-10-17,"North",14,1,NA
1964-10-18,"North",4,-1,NA
1964-10-19,"North",1,-3,NA
1964-10-20,"North",7,-1,NA
1964-10-21,"North",6,1,NA
1964-10-22,"North",4,0,NA
1964-10-23,"North",8,-4,NA
1964-10-24,"North",17,2,NA
1964-10-25,"North",20,0,NA
1964-10-26,"North",17,-3,NA
1964-10-27,"North",17,1,NA
1964-10-28,"North",2,-8,NA
1964-10-29,"North",7,-9,NA
1964-10-30,"North",13,-6,NA
1964-10-31,"North",10,2,NA
1964-11-01,"North",14,3,NA
1964-11-02,"North",16,5,NA
1964-11-03,"North",12,9,NA
1964-11-04,"North",9,-6,NA
1964-11-05,"North",12,-8,NA
1964-11-06,"North",12,-5,NA
1964-11-07,"North",16,-5,NA
1964-11-08,"North",17,-3,NA
1964-11-09,"North",8,3,NA
1964-11-10,"North",7,4,NA
1964-11-11,"North",9,7,NA
1964-11-12,"North",7,0,NA
1964-11-13,"North",2,-5,NA
1964-11-14,"North",8,-5,NA
1964-11-15,"North",4,-4,NA
1964-11-16,"North",2,-6,NA
1964-11-17,"North",1,-5,NA
1964-11-18,"North",-6,-12,NA
1964-11-19,"North",-12,-19,NA
1964-11-20,"North",-14,-19,NA
1964-11-21,"North",-12,-19,NA
1964-11-22,"North",1,-12,NA
1964-11-23,"North",-4,-13,NA
1964-11-24,"North",-4,-10,NA
1964-11-25,"North",-2,-13,NA
1964-11-26,"North",-9,-18,NA
1964-11-27,"North",-5,-13,NA
1964-11-28,"North",-6,-18,NA
1964-11-29,"North",-16,-27,NA
1964-11-30,"North",-16,-34,NA
1964-12-01,"North",-10,-22,NA
1964-12-02,"North",-14,-28,NA
1964-12-03,"North",-14,-28,NA
1964-12-04,"North",-11,-28,NA
1964-12-05,"North",-9,-32,NA
1964-12-06,"North",-6,-18,NA
1964-12-07,"North",-6,-9,NA
1964-12-08,"North",-7,-9,NA
1964-12-09,"North",-3,-7,NA
1964-12-10,"North",-3,-3,NA
1964-12-11,"North",-2,-4,NA
1964-12-12,"North",-2,-14,NA
1964-12-13,"North",-9,-20,NA
1964-12-14,"North",-16,-28,NA
1964-12-15,"North",-10,-31,NA
1964-12-16,"North",-10,-24,NA
1964-12-17,"North",-18,-30,NA
1964-12-18,"North",-15,-31,NA
1964-12-19,"North",-12,-23,NA
1964-12-20,"North",-8,-24,NA
1964-12-21,"North",-9,-24,NA
1964-12-22,"North",-16,-22,NA
1964-12-23,"North",-8,-16,NA
1964-12-24,"North",-9,-24,NA
1964-12-25,"North",-13,-26,NA
1964-12-26,"North",-16,-29,NA
1964-12-27,"North",-10,-30,NA
1964-12-28,"North",-7,-12,NA
1964-12-29,"North",-4,-8,NA
1964-12-30,"North",-8,-23,NA
1964-12-31,"North",-7,-24,NA
1965-01-01,"North",-1,-10,NA
1965-01-02,"North",-9,-24,NA
1965-01-03,"North",-3,-23,NA
1965-01-04,"North",-1,-13,NA
1965-01-05,"North",-11,-21,NA
1965-01-06,"North",-1,-19,NA
1965-01-07,"North",0,-4,NA
1965-01-08,"North",-3,-29,NA
1965-01-09,"North",-23,-36,NA
1965-01-10,"North",-21,-33,NA
1965-01-11,"North",-16,-31,NA
1965-01-12,"North",-21,-34,NA
1965-01-13,"North",-22,-36,NA
1965-01-14,"North",-21,-42,NA
1965-01-15,"North",-14,-35,NA
1965-01-16,"North",-10,-33,NA
1965-01-17,"North",-2,-17,NA
1965-01-18,"North",-12,-24,NA
1965-01-19,"North",-4,-14,NA
1965-01-20,"North",-11,-21,NA
1965-01-21,"North",-1,-13,NA
1965-01-22,"North",-9,-19,NA
1965-01-23,"North",-3,-16,NA
1965-01-24,"North",-7,-19,NA
1965-01-25,"North",-6,-9,NA
1965-01-26,"North",-9,-24,NA
1965-01-27,"North",-17,-32,NA
1965-01-28,"North",-24,-37,NA
1965-01-29,"North",-22,-38,NA
1965-01-30,"North",-16,-29,NA
1965-01-31,"North",-17,-32,NA
1965-02-01,"North",-19,-33,NA
1965-02-02,"North",-19,-36,NA
1965-02-03,"North",-18,-34,NA
1965-02-04,"North",-16,-34,NA
1965-02-05,"North",-4,-16,NA
1965-02-06,"North",-2,-16,NA
1965-02-07,"North",-3,-26,NA
1965-02-08,"North",-6,-28,NA
1965-02-09,"North",-6,-12,NA
1965-02-10,"North",-6,-18,NA
1965-02-11,"North",-12,-26,NA
1965-02-12,"North",-10,-26,NA
1965-02-13,"North",-9,-31,NA
1965-02-14,"North",-5,-15,NA
1965-02-15,"North",-8,-30,NA
1965-02-16,"North",-6,-28,NA
1965-02-17,"North",-5,-16,NA
1965-02-18,"North",-7,-23,NA
1965-02-19,"North",-9,-24,NA
1965-02-20,"North",-1,-20,NA
1965-02-21,"North",-20,-29,NA
1965-02-22,"North",-16,-30,NA
1965-02-23,"North",-15,-32,NA
1965-02-24,"North",-11,-36,NA
1965-02-25,"North",-10,-27,NA
1965-02-26,"North",-7,-29,NA
1965-02-27,"North",4,-16,NA
1965-02-28,"North",0,-2,NA
1965-03-01,"North",-2,-13,NA
1965-03-02,"North",-1,-14,NA
1965-03-03,"North",-2,-4,NA
1965-03-04,"North",1,-8,NA
1965-03-05,"North",1,-7,NA
1965-03-06,"North",4,-11,NA
1965-03-07,"North",6,-18,NA
1965-03-08,"North",-1,-13,NA
1965-03-09,"North",-4,-20,NA
1965-03-10,"North",-1,-27,NA
1965-03-11,"North",-1,-17,NA
1965-03-12,"North",2,-16,NA
1965-03-13,"North",0,-9,NA
1965-03-14,"North",4,-17,NA
1965-03-15,"North",-1,-12,NA
1965-03-16,"North",1,-19,NA
1965-03-17,"North",-6,-12,NA
1965-03-18,"North",-11,-16,NA
1965-03-19,"North",-11,-28,NA
1965-03-20,"North",-11,-32,NA
1965-03-21,"North",-11,-29,NA
1965-03-22,"North",-8,-21,NA
1965-03-23,"North",-12,-29,NA
1965-03-24,"North",-8,-32,NA
1965-03-25,"North",-3,-31,NA
1965-03-26,"North",-2,-23,NA
1965-03-27,"North",-4,-20,NA
1965-03-28,"North",-4,-18,NA
1965-03-29,"North",0,-18,NA
1965-03-30,"North",2,-21,NA
1965-03-31,"North",-1,-4,NA
1965-04-01,"North",2,-3,NA
1965-04-02,"North",4,-6,NA
1965-04-03,"North",4,-2,NA
1965-04-04,"North",5,-1,NA
1965-04-05,"North",8,1,NA
1965-04-06,"North",2,1,NA
1965-04-07,"North",4,1,NA
1965-04-08,"North",8,-2,NA
1965-04-09,"North",13,-6,NA
1965-04-10,"North",7,3,NA
1965-04-11,"North",4,1,NA
1965-04-12,"North",8,-3,NA
1965-04-13,"North",12,-2,NA
1965-04-14,"North",7,2,NA
1965-04-15,"North",3,-1,NA
1965-04-16,"North",4,-4,NA
1965-04-17,"North",9,-4,NA
1965-04-18,"North",8,-3,NA
1965-04-19,"North",6,-4,NA
1965-04-20,"North",7,-8,NA
1965-04-21,"North",9,-2,NA
1965-04-22,"North",8,-4,NA
1965-04-23,"North",3,-2,NA
1965-04-24,"North",11,-4,NA
1965-04-25,"North",10,-6,NA
1965-04-26,"North",16,-5,NA
1965-04-27,"North",12,-3,NA
1965-04-28,"North",19,-4,NA
1965-04-29,"North",29,8,NA
1965-04-30,"North",19,0,NA
1965-05-01,"North",26,4,NA
1965-05-02,"North",21,7,NA
1965-05-03,"North",17,4,NA
1965-05-04,"North",21,2,NA
1965-05-05,"North",16,7,NA
1965-05-06,"North",24,13,NA
1965-05-07,"North",28,10,NA
1965-05-08,"North",21,6,NA
1965-05-09,"North",19,7,NA
1965-05-10,"North",13,4,NA
1965-05-11,"North",27,1,NA
1965-05-12,"North",19,2,NA
1965-05-13,"North",28,1,NA
1965-05-14,"North",26,12,NA
1965-05-15,"North",14,7,NA
1965-05-16,"North",17,7,NA
1965-05-17,"North",16,5,NA
1965-05-18,"North",12,3,NA
1965-05-19,"North",17,1,NA
1965-05-20,"North",21,0,NA
1965-05-21,"North",18,3,NA
1965-05-22,"North",17,1,NA
1965-05-23,"North",11,4,NA
1965-05-24,"North",24,9,NA
1965-05-25,"North",26,11,NA
1965-05-26,"North",17,4,NA
1965-05-27,"North",5,1,NA
1965-05-28,"North",13,0,NA
1965-05-29,"North",20,-3,NA
1965-05-30,"North",20,5,NA
1965-05-31,"North",19,8,NA
1965-06-01,"North",19,10,NA
1965-06-02,"North",12,6,NA
1965-06-03,"North",22,7,NA
1965-06-04,"North",17,13,NA
1965-06-05,"North",19,11,NA
1965-06-06,"North",19,8,NA
1965-06-07,"North",26,7,NA
1965-06-08,"North",19,7,NA
1965-06-09,"North",19,6,NA
1965-06-10,"North",21,3,NA
1965-06-11,"North",29,6,NA
1965-06-12,"North",24,7,NA
1965-06-13,"North",22,3,NA
1965-06-14,"North",23,2,NA
1965-06-15,"North",23,3,NA
1965-06-16,"North",23,4,NA
1965-06-17,"North",24,2,NA
1965-06-18,"North",26,6,NA
1965-06-19,"North",26,11,NA
1965-06-20,"North",21,8,NA
1965-06-21,"North",26,8,NA
1965-06-22,"North",29,9,NA
1965-06-23,"North",23,10,NA
1965-06-24,"North",27,6,NA
1965-06-25,"North",26,8,NA
1965-06-26,"North",25,17,NA
1965-06-27,"North",30,18,NA
1965-06-28,"North",21,10,NA
1965-06-29,"North",14,4,NA
1965-06-30,"North",22,3,NA
1965-07-01,"North",24,7,NA
1965-07-02,"North",22,9,NA
1965-07-03,"North",27,8,NA
1965-07-04,"North",24,8,NA
1965-07-05,"North",23,5,NA
1965-07-06,"North",21,8,NA
1965-07-07,"North",26,10,NA
1965-07-08,"North",17,9,NA
1965-07-09,"North",19,5,NA
1965-07-10,"North",21,4,NA
1965-07-11,"North",23,4,NA
1965-07-12,"North",22,12,NA
1965-07-13,"North",27,13,NA
1965-07-14,"North",21,10,NA
1965-07-15,"North",27,11,NA
1965-07-16,"North",27,12,NA
1965-07-17,"North",26,13,NA
1965-07-18,"North",23,9,NA
1965-07-19,"North",23,8,NA
1965-07-20,"North",23,13,NA
1965-07-21,"North",23,18,NA
1965-07-22,"North",33,21,NA
1965-07-23,"North",31,17,NA
1965-07-24,"North",25,14,NA
1965-07-25,"North",24,10,NA
1965-07-26,"North",26,9,NA
1965-07-27,"North",25,9,NA
1965-07-28,"North",26,9,NA
1965-07-29,"North",25,7,NA
1965-07-30,"North",23,14,NA
1965-07-31,"North",26,13,NA
1965-08-01,"North",24,10,NA
1965-08-02,"North",25,10,NA
1965-08-03,"North",27,11,NA
1965-08-04,"North",28,11,NA
1965-08-05,"North",29,14,NA
1965-08-06,"North",23,16,NA
1965-08-07,"North",26,10,NA
1965-08-08,"North",28,9,NA
1965-08-09,"North",26,9,NA
1965-08-10,"North",27,6,NA
1965-08-11,"North",26,21,NA
1965-08-12,"North",32,17,NA
1965-08-13,"North",32,16,NA
1965-08-14,"North",27,13,NA
1965-08-15,"North",28,9,NA
1965-08-16,"North",28,12,NA
1965-08-17,"North",23,12,NA
1965-08-18,"North",22,7,NA
1965-08-19,"North",21,4,NA
1965-08-20,"North",24,4,NA
1965-08-21,"North",21,4,NA
1965-08-22,"North",24,4,NA
1965-08-23,"North",27,5,NA
1965-08-24,"North",23,10,NA
1965-08-25,"North",21,13,NA
1965-08-26,"North",24,14,NA
1965-08-27,"North",14,3,NA
1965-08-28,"North",17,-1,NA
1965-08-29,"North",11,1,NA
1965-08-30,"North",13,10,NA
1965-08-31,"North",17,8,NA
1965-09-01,"North",17,6,NA
1965-09-02,"North",24,5,NA
1965-09-03,"North",23,6,NA
1965-09-04,"North",23,4,NA
1965-09-05,"North",14,4,NA
1965-09-06,"North",10,6,NA
1965-09-07,"North",18,3,NA
1965-09-08,"North",21,-1,NA
1965-09-09,"North",21,6,NA
1965-09-10,"North",14,-1,NA
1965-09-11,"North",9,-2,NA
1965-09-12,"North",12,7,NA
1965-09-13,"North",16,3,NA
1965-09-14,"North",10,2,NA
1965-09-15,"North",12,2,NA
1965-09-16,"North",9,2,NA
1965-09-17,"North",11,7,NA
1965-09-18,"North",10,4,NA
1965-09-19,"North",13,6,NA
1965-09-20,"North",17,2,NA
1965-09-21,"North",8,7,NA
1965-09-22,"North",9,6,NA
1965-09-23,"North",8,-1,NA
1965-09-24,"North",10,-1,NA
1965-09-25,"North",9,-4,NA
1965-09-26,"North",9,-8,NA
1965-09-27,"North",4,-3,NA
1965-09-28,"North",8,4,NA
1965-09-29,"North",9,2,NA
1965-09-30,"North",7,6,NA
1965-10-01,"North",22,-1,NA
1965-10-02,"North",15,2,NA
1965-10-03,"North",9,-6,NA
1965-10-04,"North",12,-6,NA
1965-10-05,"North",13,-1,NA
1965-10-06,"North",11,8,NA
1965-10-07,"North",9,8,NA
1965-10-08,"North",8,7,NA
1965-10-09,"North",9,2,NA
1965-10-10,"North",16,2,NA
1965-10-11,"North",7,-1,NA
1965-10-12,"North",6,-2,NA
1965-10-13,"North",9,-8,NA
1965-10-14,"North",15,-1,NA
1965-10-15,"North",16,-4,NA
1965-10-16,"North",18,6,NA
1965-10-17,"North",18,11,NA
1965-10-18,"North",17,9,NA
1965-10-19,"North",19,7,NA
1965-10-20,"North",13,-1,NA
1965-10-21,"North",12,-4,NA
1965-10-22,"North",14,0,NA
1965-10-23,"North",6,-6,NA
1965-10-24,"North",10,-8,NA
1965-10-25,"North",13,3,NA
1965-10-26,"North",14,-4,NA
1965-10-27,"North",7,-6,NA
1965-10-28,"North",6,-8,NA
1965-10-29,"North",19,2,NA
1965-10-30,"North",10,4,NA
1965-10-31,"North",9,0,NA
1965-11-01,"North",11,-5,NA
1965-11-02,"North",19,-5,NA
1965-11-03,"North",11,-1,NA
1965-11-04,"North",7,-7,NA
1965-11-05,"North",15,-1,NA
1965-11-06,"North",7,-6,NA
1965-11-07,"North",7,1,NA
1965-11-08,"North",3,-11,NA
1965-11-09,"North",-2,-13,NA
1965-11-10,"North",2,-8,NA
1965-11-11,"North",6,-3,NA
1965-11-12,"North",3,-6,NA
1965-11-13,"North",-4,-11,NA
1965-11-14,"North",-2,-14,NA
1965-11-15,"North",2,-2,NA
1965-11-16,"North",2,-11,NA
1965-11-17,"North",-1,-12,NA
1965-11-18,"North",3,-12,NA
1965-11-19,"North",-4,-8,NA
1965-11-20,"North",-1,-7,NA
1965-11-21,"North",0,-3,NA
1965-11-22,"North",1,-5,NA
1965-11-23,"North",1,-14,NA
1965-11-24,"North",1,-5,NA
1965-11-25,"North",0,-9,NA
1965-11-26,"North",1,-5,NA
1965-11-27,"North",-4,-11,NA
1965-11-28,"North",-4,-7,NA
1965-11-29,"North",-6,-19,NA
1965-11-30,"North",0,-19,NA
1965-12-01,"North",2,-11,NA
1965-12-02,"North",1,-7,NA
1965-12-03,"North",2,-2,NA
1965-12-04,"North",1,-7,NA
1965-12-05,"North",-1,-6,NA
1965-12-06,"North",-2,-13,NA
1965-12-07,"North",6,-7,NA
1965-12-08,"North",-1,-4,NA
1965-12-09,"North",4,-11,NA
1965-12-10,"North",-1,-11,NA
1965-12-11,"North",2,-2,NA
1965-12-12,"North",2,-3,NA
1965-12-13,"North",-3,-7,NA
1965-12-14,"North",-5,-8,NA
1965-12-15,"North",-6,-13,NA
1965-12-16,"North",-6,-10,NA
1965-12-17,"North",-7,-10,NA
1965-12-18,"North",-6,-14,NA
1965-12-19,"North",-6,-14,NA
1965-12-20,"North",-4,-16,NA
1965-12-21,"North",-1,-3,NA
1965-12-22,"North",2,-1,NA
1965-12-23,"North",1,-2,NA
1965-12-24,"North",-2,-8,NA
1965-12-25,"North",-5,-10,NA
1965-12-26,"North",-3,-17,NA
1965-12-27,"North",-17,-26,NA
1965-12-28,"North",-3,-23,NA
1965-12-29,"North",4,-3,NA
1965-12-30,"North",2,-4,NA
1965-12-31,"North",2,-22,NA
1966-01-01,"North",-4,-24,NA
1966-01-02,"North",-4,-16,NA
1966-01-03,"North",-9,-30,NA
1966-01-04,"North",-11,-18,NA
1966-01-05,"North",-12,-21,NA
1966-01-06,"North",-21,-28,NA
1966-01-07,"North",-23,-36,NA
1966-01-08,"North",-15,-35,NA
1966-01-09,"North",-7,-22,NA
1966-01-10,"North",-21,-32,NA
1966-01-11,"North",-14,-37,NA
1966-01-12,"North",-7,-15,NA
1966-01-13,"North",-9,-28,NA
1966-01-14,"North",-16,-36,NA
1966-01-15,"North",-13,-25,NA
1966-01-16,"North",-16,-26,NA
1966-01-17,"North",-12,-20,NA
1966-01-18,"North",-6,-18,NA
1966-01-19,"North",-6,-23,NA
1966-01-20,"North",-13,-20,NA
1966-01-21,"North",-17,-29,NA
1966-01-22,"North",-16,-32,NA
1966-01-23,"North",-19,-32,NA
1966-01-24,"North",-17,-37,NA
1966-01-25,"North",-13,-34,NA
1966-01-26,"North",-14,-29,NA
1966-01-27,"North",-27,-34,NA
1966-01-28,"North",-27,-39,NA
1966-01-29,"North",-21,-32,NA
1966-01-30,"North",-12,-27,NA
1966-01-31,"North",-9,-19,NA
1966-02-01,"North",-7,-20,NA
1966-02-02,"North",-3,-23,NA
1966-02-03,"North",-9,-22,NA
1966-02-04,"North",-11,-32,NA
1966-02-05,"North",-6,-16,NA
1966-02-06,"North",-2,-11,NA
1966-02-07,"North",1,-7,NA
1966-02-08,"North",0,-3,NA
1966-02-09,"North",6,-1,NA
1966-02-10,"North",-2,-10,NA
1966-02-11,"North",-3,-19,NA
1966-02-12,"North",-1,-21,NA
1966-02-13,"North",-4,-25,NA
1966-02-14,"North",-6,-21,NA
1966-02-15,"North",-16,-29,NA
1966-02-16,"North",-15,-32,NA
1966-02-17,"North",-22,-34,NA
1966-02-18,"North",-22,-39,NA
1966-02-19,"North",-19,-38,NA
1966-02-20,"North",-15,-37,NA
1966-02-21,"North",-10,-30,NA
1966-02-22,"North",-4,-26,NA
1966-02-23,"North",-3,-19,NA
1966-02-24,"North",-4,-15,NA
1966-02-25,"North",0,-19,NA
1966-02-26,"North",0,-17,NA
1966-02-27,"North",1,-8,NA
1966-02-28,"North",7,-4,NA
1966-03-01,"North",2,-11,NA
1966-03-02,"North",-1,-12,NA
1966-03-03,"North",-2,-5,NA
1966-03-04,"North",-2,-8,NA
1966-03-05,"North",-8,-16,NA
1966-03-06,"North",-7,-20,NA
1966-03-07,"North",7,-27,NA
1966-03-08,"North",5,-7,NA
1966-03-09,"North",6,-12,NA
1966-03-10,"North",2,-1,NA
1966-03-11,"North",4,-1,NA
1966-03-12,"North",8,-7,NA
1966-03-13,"North",11,-8,NA
1966-03-14,"North",7,-3,NA
1966-03-15,"North",4,-3,NA
1966-03-16,"North",6,1,NA
1966-03-17,"North",12,2,NA
1966-03-18,"North",2,-4,NA
1966-03-19,"North",4,-9,NA
1966-03-20,"North",10,-6,NA
1966-03-21,"North",11,-7,NA
1966-03-22,"North",4,-7,NA
1966-03-23,"North",-7,-12,NA
1966-03-24,"North",-2,-17,NA
1966-03-25,"North",-1,-14,NA
1966-03-26,"North",2,-18,NA
1966-03-27,"North",3,-16,NA
1966-03-28,"North",8,-14,NA
1966-03-29,"North",9,-2,NA
1966-03-30,"North",8,-1,NA
1966-03-31,"North",3,0,NA
1966-04-01,"North",3,-3,NA
1966-04-02,"North",4,-6,NA
1966-04-03,"North",4,-10,NA
1966-04-04,"North",2,-4,NA
1966-04-05,"North",2,-2,NA
1966-04-06,"North",1,-4,NA
1966-04-07,"North",3,-2,NA
1966-04-08,"North",4,-3,NA
1966-04-09,"North",6,-3,NA
1966-04-10,"North",6,-4,NA
1966-04-11,"North",7,-5,NA
1966-04-12,"North",9,-7,NA
1966-04-13,"North",10,-7,NA
