Date,Watershed,Flow (L/s),Flow (CFS),Flow (cm/day)
2004-07-24,S4N,0.2,0.00706,0.00508
2004-07-25,S4N,0.14,0.00494,0.00356
2004-07-26,S4N,0.1,0.00353,0.00254
2004-07-27,S4N,0.07,0.00247,0.00178
2004-07-28,S4N,0.13,0.00459,0.0033
2004-07-29,S4N,0.14,0.00494,0.00356
2004-07-30,S4N,0.12,0.00424,0.00305
2004-07-31,S4N,0.1,0.00353,0.00254
2004-08-01,S4N,0.08,0.00283,0.00203
2004-08-02,S4N,0.05,0.00177,0.00127
2004-08-03,S4N,0.04,0.00141,0.00102
2004-08-04,S4N,0.04,0.00141,0.00102
2004-08-05,S4N,0.03,0.00106,0.00076
2004-08-06,S4N,0.04,0.00141,0.00102
2004-08-07,S4N,0.03,0.00106,0.00076
2004-08-08,S4N,0.04,0.00141,0.00102
2004-08-09,S4N,0.07,0.00247,0.00178
2004-08-10,S4N,0.14,0.00494,0.00356
2004-08-11,S4N,0.11,0.00388,0.0028
2004-08-12,S4N,0.08,0.00283,0.00203
2004-08-13,S4N,0.05,0.00177,0.00127
2004-08-14,S4N,0.06,0.00212,0.00152
2004-08-15,S4N,0.02,0.00071,0.00051
2004-08-16,S4N,0.02,0.00071,0.00051
2004-08-17,S4N,0.009,0.00032,0.00023
2004-08-18,S4N,0.02,0.00071,0.00051
2004-08-19,S4N,0.01,0.00035,0.00025
2004-08-20,S4N,0.01,0.00035,0.00025
2004-08-21,S4N,0.008,0.00028,0.0002
2004-08-22,S4N,0.007,0.00025,0.00018
2004-08-23,S4N,0.008,0.00028,0.0002
2004-08-24,S4N,0.006,0.00021,0.00015
2004-08-25,S4N,0.005,0.00018,0.00013
2004-08-26,S4N,0.003,0.00011,0.00008
2004-08-27,S4N,0.004,0.00014,0.0001
2004-08-28,S4N,0.002,0.00007,0.00005
2004-08-29,S4N,0.004,0.00014,0.0001
2004-08-30,S4N,0.003,0.00011,0.00008
2004-08-31,S4N,0.07,0.00247,0.00178
2004-09-01,S4N,0.01,0.00035,0.00025
2004-09-02,S4N,0.01,0.00035,0.00025
2004-09-03,S4N,0.01,0.00035,0.00025
2004-09-04,S4N,0.01,0.00035,0.00025
2004-09-05,S4N,1.37,0.04838,0.03481
2004-09-06,S4N,2.94,0.10383,0.07471
2004-09-07,S4N,2.35,0.08299,0.05972
2004-09-08,S4N,2.1,0.07416,0.05336
2004-09-09,S4N,1.61,0.05686,0.04091
2004-09-10,S4N,1.2,0.04238,0.03049
2004-09-11,S4N,0.98,0.03461,0.0249
2004-09-12,S4N,0.75,0.02649,0.01906
2004-09-13,S4N,0.53,0.01872,0.01347
2004-09-14,S4N,0.37,0.01307,0.0094
2004-09-15,S4N,5.62,0.19847,0.14281
2004-09-16,S4N,7.42,0.26204,0.18856
2004-09-17,S4N,4.7,0.16598,0.11944
2004-09-18,S4N,3.45,0.12184,0.08767
2004-09-19,S4N,3.27,0.11548,0.0831
2004-09-20,S4N,3.6,0.12713,0.09148
2004-09-21,S4N,3.92,0.13843,0.09961
2004-09-22,S4N,3.34,0.11795,0.08488
2004-09-23,S4N,2.65,0.09358,0.06734
2004-09-24,S4N,2.32,0.08193,0.05896
2004-09-25,S4N,1.96,0.06922,0.04981
2004-09-26,S4N,1.56,0.05509,0.03964
2004-09-27,S4N,1.28,0.0452,0.03253
2004-09-28,S4N,1.09,0.03849,0.0277
2004-09-29,S4N,0.94,0.0332,0.02389
2004-09-30,S4N,0.88,0.03108,0.02236
2004-10-01,S4N,1.92,0.0678,0.04879
2004-10-02,S4N,1.5,0.05297,0.03812
2004-10-03,S4N,1.19,0.04202,0.03024
2004-10-04,S4N,1.01,0.03567,0.02567
2004-10-05,S4N,0.92,0.03249,0.02338
2004-10-06,S4N,0.81,0.02861,0.02058
2004-10-07,S4N,0.72,0.02543,0.0183
2004-10-08,S4N,0.69,0.02437,0.01753
2004-10-09,S4N,0.62,0.0219,0.01576
2004-10-10,S4N,0.51,0.01801,0.01296
2004-10-11,S4N,0.41,0.01448,0.01042
2004-10-12,S4N,0.38,0.01342,0.00966
2004-10-13,S4N,0.35,0.01236,0.00889
2004-10-14,S4N,0.37,0.01307,0.0094
2004-10-15,S4N,0.33,0.01165,0.00839
2004-10-16,S4N,0.37,0.01307,0.0094
2004-10-17,S4N,0.33,0.01165,0.00839
2004-10-18,S4N,0.36,0.01271,0.00915
2004-10-19,S4N,0.33,0.01165,0.00839
2004-10-20,S4N,0.31,0.01095,0.00788
2004-10-21,S4N,0.31,0.01095,0.00788
2004-10-22,S4N,0.29,0.01024,0.00737
2004-10-23,S4N,0.93,0.03284,0.02363
2004-10-24,S4N,0.67,0.02366,0.01703
2004-10-25,S4N,0.56,0.01978,0.01423
2004-10-26,S4N,0.54,0.01907,0.01372
2004-10-27,S4N,0.57,0.02013,0.01448
2004-10-28,S4N,0.74,0.02613,0.0188
2004-10-29,S4N,2.09,0.07381,0.05311
2004-10-30,S4N,4.24,0.14974,0.10775
2004-10-31,S4N,3.97,0.1402,0.10088
2004-11-01,S4N,3.37,0.11901,0.08564
2004-11-02,S4N,3.04,0.10736,0.07725
2004-11-03,S4N,2.34,0.08264,0.05946
2004-11-04,S4N,2.18,0.07699,0.0554
2004-11-05,S4N,1.79,0.06321,0.04549
2004-11-06,S4N,1.84,0.06498,0.04676
2004-11-07,S4N,1.56,0.05509,0.03964
2004-11-08,S4N,1.2,0.04238,0.03049
2004-11-09,S4N,1,0.03532,0.02541
2004-11-10,S4N,0.79,0.0279,0.02008
2004-11-11,S4N,0.69,0.02437,0.01753
2004-11-12,S4N,0.81,0.02861,0.02058
2004-11-13,S4N,0.62,0.0219,0.01576
2004-11-14,S4N,0.62,0.0219,0.01576
2004-11-15,S4N,0.57,0.02013,0.01448
2004-11-16,S4N,0.53,0.01872,0.01347
2004-11-17,S4N,0.46,0.01624,0.01169
2004-11-18,S4N,0.47,0.0166,0.01194
2004-11-19,S4N,0.41,0.01448,0.01042
2004-11-20,S4N,0.43,0.01519,0.01093
2004-11-21,S4N,0.43,0.01519,0.01093
2004-11-22,S4N,0.46,0.01624,0.01169
2004-11-23,S4N,0.4,0.01413,0.01016
2004-11-24,S4N,0.32,0.0113,0.00813
2004-11-25,S4N,0.33,0.01165,0.00839
2004-11-26,S4N,0.34,0.01201,0.00864
2004-11-27,S4N,0.3,0.01059,0.00762
2004-11-28,S4N,0.33,0.01165,0.00839
2004-11-29,S4N,0.25,0.00883,0.00635
2004-11-30,S4N,0.25,0.00883,0.00635
2004-12-01,S4N,0.27,0.00954,0.00686
2004-12-02,S4N,0.24,0.00848,0.0061
2004-12-03,S4N,0.23,0.00812,0.00584
2004-12-04,S4N,0.25,0.00883,0.00635
2004-12-05,S4N,0.23,0.00812,0.00584
2004-12-06,S4N,0.24,0.00848,0.0061
2004-12-07,S4N,0.23,0.00812,0.00584
2004-12-08,S4N,0.21,0.00742,0.00534
2004-12-09,S4N,0.21,0.00742,0.00534
2004-12-10,S4N,0.19,0.00671,0.00483
2004-12-11,S4N,0.2,0.00706,0.00508
2004-12-12,S4N,0.24,0.00848,0.0061
2004-12-13,S4N,0.2,0.00706,0.00508
2004-12-14,S4N,0.2,0.00706,0.00508
2004-12-15,S4N,0.18,0.00636,0.00457
2004-12-16,S4N,0.13,0.00459,0.0033
2004-12-17,S4N,0.13,0.00459,0.0033
2004-12-18,S4N,0.09,0.00318,0.00229
2004-12-19,S4N,0.05,0.00177,0.00127
2004-12-20,S4N,0.03,0.00106,0.00076
2004-12-21,S4N,0.01,0.00035,0.00025
2004-12-22,S4N,0.009,0.00032,0.00023
2004-12-23,S4N,0.007,0.00025,0.00018
2004-12-24,S4N,0.008,0.00028,0.0002
2004-12-25,S4N,0.01,0.00035,0.00025
2004-12-26,S4N,0,0,0
2004-12-27,S4N,0,0,0
2004-12-28,S4N,0,0,0
2004-12-29,S4N,0.001,0.00004,0.00003
2004-12-30,S4N,0.003,0.00011,0.00008
2004-12-31,S4N,0.008,0.00028,0.0002
2005-01-01,S4N,0.006,0.00021,0.00015
2005-01-02,S4N,0.01,0.00035,0.00025
2005-01-03,S4N,0.006,0.00021,0.00015
2005-01-04,S4N,0.007,0.00025,0.00018
2005-01-05,S4N,0.007,0.00025,0.00018
2005-01-06,S4N,0.007,0.00025,0.00018
2005-01-07,S4N,0.008,0.00028,0.0002
2005-01-08,S4N,0.007,0.00025,0.00018
2005-01-09,S4N,0.007,0.00025,0.00018
2005-01-10,S4N,0.01,0.00035,0.00025
2005-01-11,S4N,0.009,0.00032,0.00023
2005-01-12,S4N,0.008,0.00028,0.0002
2005-01-13,S4N,0.001,0.00004,0.00003
2005-01-14,S4N,0,0,0
2005-01-15,S4N,0,0,0
2005-01-16,S4N,0,0,0
2005-01-17,S4N,0,0,0
2005-01-18,S4N,0,0,0
2005-01-19,S4N,0,0,0
2005-01-20,S4N,0,0,0
2005-01-21,S4N,0,0,0
2005-01-22,S4N,0,0,0
2005-01-23,S4N,0,0,0
2005-01-24,S4N,0,0,0
2005-01-25,S4N,0,0,0
2005-01-26,S4N,0,0,0
2005-01-27,S4N,0,0,0
2005-01-28,S4N,0,0,0
2005-01-29,S4N,0,0,0
2005-01-30,S4N,0,0,0
2005-01-31,S4N,0,0,0
2005-02-01,S4N,0,0,0
2005-02-02,S4N,0,0,0
2005-02-03,S4N,0,0,0
2005-02-04,S4N,0,0,0
2005-02-05,S4N,0,0,0
2005-02-06,S4N,0,0,0
2005-02-07,S4N,0,0,0
2005-02-08,S4N,0,0,0
2005-02-09,S4N,0,0,0
2005-02-10,S4N,0,0,0
2005-02-11,S4N,0,0,0
2005-02-12,S4N,0,0,0
2005-02-13,S4N,0,0,0
2005-02-14,S4N,0,0,0
2005-02-15,S4N,0,0,0
2005-02-16,S4N,0,0,0
2005-02-17,S4N,0,0,0
2005-02-18,S4N,0,0,0
2005-02-19,S4N,0,0,0
2005-02-20,S4N,0,0,0
2005-02-21,S4N,0,0,0
2005-02-22,S4N,0,0,0
2005-02-23,S4N,0,0,0
2005-02-24,S4N,0,0,0
2005-02-25,S4N,0,0,0
2005-02-26,S4N,0,0,0
2005-02-27,S4N,0,0,0
2005-02-28,S4N,0,0,0
2005-03-01,S4N,0,0,0
2005-03-02,S4N,0,0,0
2005-03-03,S4N,0,0,0
2005-03-04,S4N,0,0,0
2005-03-05,S4N,0,0,0
2005-03-06,S4N,0,0,0
2005-03-07,S4N,0,0,0
2005-03-08,S4N,0,0,0
2005-03-09,S4N,0,0,0
2005-03-10,S4N,0,0,0
2005-03-11,S4N,0,0,0
2005-03-12,S4N,0,0,0
2005-03-13,S4N,0,0,0
2005-03-14,S4N,0,0,0
2005-03-15,S4N,0,0,0
2005-03-16,S4N,0,0,0
2005-03-17,S4N,0,0,0
2005-03-18,S4N,0,0,0
2005-03-19,S4N,0,0,0
2005-03-20,S4N,0,0,0
2005-03-21,S4N,0,0,0
2005-03-22,S4N,0,0,0
2005-03-23,S4N,0,0,0
2005-03-24,S4N,0.005,0.00018,0.00013
2005-03-25,S4N,0.01,0.00035,0.00025
2005-03-26,S4N,0.03,0.00106,0.00076
2005-03-27,S4N,0.02,0.00071,0.00051
2005-03-28,S4N,0.15,0.0053,0.00381
2005-03-29,S4N,0.34,0.01201,0.00864
2005-03-30,S4N,0.91,0.03214,0.02312
2005-03-31,S4N,5.1,0.18011,0.1296
2005-04-01,S4N,9.21,0.32525,0.23404
2005-04-02,S4N,8.31,0.29347,0.21117
2005-04-03,S4N,11.28,0.39835,0.28664
2005-04-04,S4N,20.04,0.70771,0.50925
2005-04-05,S4N,22.83,0.80624,0.58015
2005-04-06,S4N,18.35,0.64803,0.46631
2005-04-07,S4N,14.61,0.51595,0.37127
2005-04-08,S4N,11.78,0.41601,0.29935
2005-04-09,S4N,8.41,0.297,0.21371
2005-04-10,S4N,7.29,0.25745,0.18525
2005-04-11,S4N,6.26,0.22107,0.15908
2005-04-12,S4N,5.9,0.20836,0.14993
2005-04-13,S4N,6.77,0.23908,0.17204
2005-04-14,S4N,3.15,0.11124,0.08005
2005-04-15,S4N,4.21,0.14868,0.10698
2005-04-16,S4N,2.59,0.09147,0.06582
2005-04-17,S4N,1.85,0.06533,0.04701
2005-04-18,S4N,2.05,0.0724,0.05209
2005-04-19,S4N,2.13,0.07522,0.05413
2005-04-20,S4N,1.53,0.05403,0.03888
2005-04-21,S4N,1.51,0.05333,0.03837
2005-04-22,S4N,1.17,0.04132,0.02973
2005-04-23,S4N,1.03,0.03637,0.02617
2005-04-24,S4N,0.67,0.02366,0.01703
2005-04-25,S4N,0.91,0.03214,0.02312
2005-04-26,S4N,0.84,0.02966,0.02135
2005-04-27,S4N,0.95,0.03355,0.02414
2005-04-28,S4N,0.88,0.03108,0.02236
2005-04-29,S4N,0.65,0.02295,0.01652
2005-04-30,S4N,0.37,0.01307,0.0094
2005-05-01,S4N,0.51,0.01801,0.01296
2005-05-02,S4N,0.49,0.0173,0.01245
2005-05-03,S4N,0.45,0.01589,0.01144
2005-05-04,S4N,0.43,0.01519,0.01093
2005-05-05,S4N,0.55,0.01942,0.01398
2005-05-06,S4N,0.25,0.00883,0.00635
2005-05-07,S4N,0.44,0.01554,0.01118
2005-05-08,S4N,0.25,0.00883,0.00635
2005-05-09,S4N,0.48,0.01695,0.0122
2005-05-10,S4N,0.38,0.01342,0.00966
2005-05-11,S4N,0.85,0.03002,0.0216
2005-05-12,S4N,0.79,0.0279,0.02008
2005-05-13,S4N,0.55,0.01942,0.01398
2005-05-14,S4N,1.2,0.04238,0.03049
2005-05-15,S4N,0.92,0.03249,0.02338
2005-05-16,S4N,0.71,0.02507,0.01804
2005-05-17,S4N,0.86,0.03037,0.02185
2005-05-18,S4N,1.17,0.04132,0.02973
2005-05-19,S4N,0.77,0.02719,0.01957
2005-05-20,S4N,0.95,0.03355,0.02414
2005-05-21,S4N,0.9,0.03178,0.02287
2005-05-22,S4N,0.75,0.02649,0.01906
2005-05-23,S4N,0.74,0.02613,0.0188
2005-05-24,S4N,0.77,0.02719,0.01957
2005-05-25,S4N,10.18,0.35951,0.25869
2005-05-26,S4N,18.78,0.66322,0.47723
2005-05-27,S4N,12.83,0.45309,0.32603
2005-05-28,S4N,7.97,0.28146,0.20253
2005-05-29,S4N,6.59,0.23273,0.16746
2005-05-30,S4N,6.2,0.21895,0.15755
2005-05-31,S4N,3.92,0.13843,0.09961
2005-06-01,S4N,3.59,0.12678,0.09123
2005-06-02,S4N,3.09,0.10912,0.07852
2005-06-03,S4N,2.35,0.08299,0.05972
2005-06-04,S4N,3.1,0.10948,0.07878
2005-06-05,S4N,4.24,0.14974,0.10775
2005-06-06,S4N,4.91,0.1734,0.12477
2005-06-07,S4N,2.23,0.07875,0.05667
2005-06-08,S4N,6.27,0.22143,0.15933
2005-06-09,S4N,2.84,0.10029,0.07217
2005-06-10,S4N,2.53,0.08935,0.06429
2005-06-11,S4N,2.77,0.09782,0.07039
2005-06-12,S4N,3.01,0.1063,0.07649
2005-06-13,S4N,2.65,0.09358,0.06734
2005-06-14,S4N,3.6,0.12713,0.09148
2005-06-15,S4N,6.14,0.21683,0.15603
2005-06-16,S4N,3.48,0.1229,0.08843
2005-06-17,S4N,2.52,0.08899,0.06404
2005-06-18,S4N,1.25,0.04414,0.03176
2005-06-19,S4N,0.88,0.03108,0.02236
2005-06-20,S4N,1.05,0.03708,0.02668
2005-06-21,S4N,0.85,0.03002,0.0216
2005-06-22,S4N,0.8,0.02825,0.02033
2005-06-23,S4N,0.66,0.02331,0.01677
2005-06-24,S4N,0.51,0.01801,0.01296
2005-06-25,S4N,0.62,0.0219,0.01576
2005-06-26,S4N,0.53,0.01872,0.01347
2005-06-27,S4N,0.74,0.02613,0.0188
2005-06-28,S4N,0.51,0.01801,0.01296
2005-06-29,S4N,0.89,0.03143,0.02262
2005-06-30,S4N,1.88,0.06639,0.04777
2005-07-01,S4N,1.05,0.03708,0.02668
2005-07-02,S4N,0.64,0.0226,0.01626
2005-07-03,S4N,0.45,0.01589,0.01144
2005-07-04,S4N,0.57,0.02013,0.01448
2005-07-05,S4N,0.32,0.0113,0.00813
2005-07-06,S4N,0.39,0.01377,0.00991
2005-07-07,S4N,0.35,0.01236,0.00889
2005-07-08,S4N,0.21,0.00742,0.00534
2005-07-09,S4N,0.22,0.00777,0.00559
2005-07-10,S4N,0.2,0.00706,0.00508
2005-07-11,S4N,0.17,0.006,0.00432
2005-07-12,S4N,0.11,0.00388,0.0028
2005-07-13,S4N,0.23,0.00812,0.00584
2005-07-14,S4N,0.14,0.00494,0.00356
2005-07-15,S4N,0.15,0.0053,0.00381
2005-07-16,S4N,0.33,0.01165,0.00839
2005-07-17,S4N,0.42,0.01483,0.01067
2005-07-18,S4N,0.21,0.00742,0.00534
2005-07-19,S4N,0.28,0.00989,0.00712
2005-07-20,S4N,0.25,0.00883,0.00635
2005-07-21,S4N,0.3,0.01059,0.00762
2005-07-22,S4N,0.16,0.00565,0.00407
2005-07-23,S4N,0.16,0.00565,0.00407
2005-07-24,S4N,0.15,0.0053,0.00381
2005-07-25,S4N,0.1,0.00353,0.00254
2005-07-26,S4N,0.06,0.00212,0.00152
2005-07-27,S4N,0.11,0.00388,0.0028
2005-07-28,S4N,0.11,0.00388,0.0028
2005-07-29,S4N,0.1,0.00353,0.00254
2005-07-30,S4N,0.09,0.00318,0.00229
2005-07-31,S4N,0.08,0.00283,0.00203
2005-08-01,S4N,0.05,0.00177,0.00127
2005-08-02,S4N,0.05,0.00177,0.00127
2005-08-03,S4N,0.03,0.00106,0.00076
2005-08-04,S4N,0.02,0.00071,0.00051
2005-08-05,S4N,0.03,0.00106,0.00076
2005-08-06,S4N,0.06,0.00212,0.00152
2005-08-07,S4N,0.11,0.00388,0.0028
2005-08-08,S4N,0.1,0.00353,0.00254
2005-08-09,S4N,0.16,0.00565,0.00407
2005-08-10,S4N,0.01,0.00035,0.00025
2005-08-11,S4N,0.001,0.00004,0.00003
2005-08-12,S4N,0.001,0.00004,0.00003
2005-08-13,S4N,0.001,0.00004,0.00003
2005-08-14,S4N,0.001,0.00004,0.00003
2005-08-15,S4N,0.001,0.00004,0.00003
2005-08-16,S4N,0.001,0.00004,0.00003
2005-08-17,S4N,0.01,0.00035,0.00025
2005-08-18,S4N,0.01,0.00035,0.00025
2005-08-19,S4N,0.006,0.00021,0.00015
2005-08-20,S4N,0.001,0.00004,0.00003
2005-08-21,S4N,0.001,0.00004,0.00003
2005-08-22,S4N,0,0,0
2005-08-23,S4N,0,0,0
2005-08-24,S4N,0,0,0
2005-08-25,S4N,0,0,0
2005-08-26,S4N,0,0,0
2005-08-27,S4N,0,0,0
2005-08-28,S4N,0,0,0
2005-08-29,S4N,0,0,0
2005-08-30,S4N,0,0,0
2005-08-31,S4N,0,0,0
2005-09-01,S4N,0,0,0
2005-09-02,S4N,0,0,0
2005-09-03,S4N,0,0,0
2005-09-04,S4N,0,0,0
2005-09-05,S4N,0,0,0
2005-09-06,S4N,0,0,0
2005-09-07,S4N,0,0,0
2005-09-08,S4N,0,0,0
2005-09-09,S4N,0,0,0
2005-09-10,S4N,0,0,0
2005-09-11,S4N,0,0,0
2005-09-12,S4N,0.02,0.00071,0.00051
2005-09-13,S4N,0.006,0.00021,0.00015
2005-09-14,S4N,0.002,0.00007,0.00005
2005-09-15,S4N,0.001,0.00004,0.00003
2005-09-16,S4N,0.001,0.00004,0.00003
2005-09-17,S4N,0,0,0
2005-09-18,S4N,0.001,0.00004,0.00003
2005-09-19,S4N,0.001,0.00004,0.00003
2005-09-20,S4N,0.002,0.00007,0.00005
2005-09-21,S4N,0.002,0.00007,0.00005
2005-09-22,S4N,0.002,0.00007,0.00005
2005-09-23,S4N,0,0,0
2005-09-24,S4N,0,0,0
2005-09-25,S4N,0,0,0
2005-09-26,S4N,0,0,0
2005-09-27,S4N,0,0,0
2005-09-28,S4N,0,0,0
2005-09-29,S4N,0,0,0
2005-09-30,S4N,0,0,0
2005-10-01,S4N,0,0,0
2005-10-02,S4N,0,0,0
2005-10-03,S4N,0,0,0
2005-10-04,S4N,0.66,0.02331,0.01677
2005-10-05,S4N,1.91,0.06745,0.04854
2005-10-06,S4N,1.78,0.06286,0.04523
2005-10-07,S4N,1.91,0.06745,0.04854
2005-10-08,S4N,1.41,0.04979,0.03583
2005-10-09,S4N,1.29,0.04556,0.03278
2005-10-10,S4N,1.04,0.03673,0.02643
2005-10-11,S4N,0.82,0.02896,0.02084
2005-10-12,S4N,0.95,0.03355,0.02414
2005-10-13,S4N,0.71,0.02507,0.01804
2005-10-14,S4N,0.87,0.03072,0.02211
2005-10-15,S4N,0.72,0.02543,0.0183
2005-10-16,S4N,0.45,0.01589,0.01144
2005-10-17,S4N,0.42,0.01483,0.01067
2005-10-18,S4N,0.42,0.01483,0.01067
2005-10-19,S4N,0.42,0.01483,0.01067
2005-10-20,S4N,0.4,0.01413,0.01016
2005-10-21,S4N,0.37,0.01307,0.0094
2005-10-22,S4N,0.35,0.01236,0.00889
2005-10-23,S4N,0.35,0.01236,0.00889
2005-10-24,S4N,0.3,0.01059,0.00762
2005-10-25,S4N,0.26,0.00918,0.00661
2005-10-26,S4N,0.32,0.0113,0.00813
2005-10-27,S4N,0.26,0.00918,0.00661
2005-10-28,S4N,0.25,0.00883,0.00635
2005-10-29,S4N,0.34,0.01201,0.00864
2005-10-30,S4N,0.27,0.00954,0.00686
2005-10-31,S4N,0.22,0.00777,0.00559
2005-11-01,S4N,0.28,0.00989,0.00712
2005-11-02,S4N,0.29,0.01024,0.00737
2005-11-03,S4N,0.49,0.0173,0.01245
2005-11-04,S4N,1.09,0.03849,0.0277
2005-11-05,S4N,1,0.03532,0.02541
2005-11-06,S4N,0.95,0.03355,0.02414
2005-11-07,S4N,0.88,0.03108,0.02236
2005-11-08,S4N,0.71,0.02507,0.01804
2005-11-09,S4N,1.09,0.03849,0.0277
2005-11-10,S4N,0.49,0.0173,0.01245
2005-11-11,S4N,0.7,0.02472,0.01779
2005-11-12,S4N,1.8,0.06357,0.04574
2005-11-13,S4N,3.77,0.13314,0.0958
2005-11-14,S4N,2.28,0.08052,0.05794
2005-11-15,S4N,3.18,0.1123,0.08081
2005-11-16,S4N,2.52,0.08899,0.06404
2005-11-17,S4N,2.07,0.0731,0.0526
2005-11-18,S4N,1.88,0.06639,0.04777
2005-11-19,S4N,2.13,0.07522,0.05413
2005-11-20,S4N,2.18,0.07699,0.0554
2005-11-21,S4N,2.19,0.07734,0.05565
2005-11-22,S4N,2.11,0.07451,0.05362
2005-11-23,S4N,2.52,0.08899,0.06404
2005-11-24,S4N,1.31,0.04626,0.03329
2005-11-25,S4N,1.98,0.06992,0.05032
2005-11-26,S4N,0.81,0.02861,0.02058
2005-11-27,S4N,0.55,0.01942,0.01398
2005-11-28,S4N,1.11,0.0392,0.02821
2005-11-29,S4N,1.09,0.03849,0.0277
2005-11-30,S4N,1.11,0.0392,0.02821
2005-12-01,S4N,1.02,0.03602,0.02592
2005-12-02,S4N,0.89,0.03143,0.02262
2005-12-03,S4N,0.3,0.01059,0.00762
2005-12-04,S4N,0.3,0.01059,0.00762
2005-12-05,S4N,0.02,0.00071,0.00051
2005-12-06,S4N,0.006,0.00021,0.00015
2005-12-07,S4N,0.005,0.00018,0.00013
2005-12-08,S4N,0.006,0.00021,0.00015
2005-12-09,S4N,0.008,0.00028,0.0002
2005-12-10,S4N,0.01,0.00035,0.00025
2005-12-11,S4N,0.009,0.00032,0.00023
2005-12-12,S4N,0.007,0.00025,0.00018
2005-12-13,S4N,0.008,0.00028,0.0002
2005-12-14,S4N,0.01,0.00035,0.00025
2005-12-15,S4N,0.007,0.00025,0.00018
2005-12-16,S4N,0.003,0.00011,0.00008
2005-12-17,S4N,0.001,0.00004,0.00003
2005-12-18,S4N,0,0,0
2005-12-19,S4N,0,0,0
2005-12-20,S4N,0,0,0
2005-12-21,S4N,0,0,0
2005-12-22,S4N,0,0,0
2005-12-23,S4N,0,0,0
2005-12-24,S4N,0.001,0.00004,0.00003
2005-12-25,S4N,0.002,0.00007,0.00005
2005-12-26,S4N,0.001,0.00004,0.00003
2005-12-27,S4N,0.002,0.00007,0.00005
2005-12-28,S4N,0.001,0.00004,0.00003
2005-12-29,S4N,0.001,0.00004,0.00003
2005-12-30,S4N,0.001,0.00004,0.00003
2005-12-31,S4N,0.001,0.00004,0.00003
2006-01-01,S4N,0.001,0.00004,0.00003
2006-01-02,S4N,0.002,0.00007,0.00005
2006-01-03,S4N,0.003,0.00011,0.00008
2006-01-04,S4N,0.005,0.00018,0.00013
2006-01-05,S4N,0.002,0.00007,0.00005
2006-01-06,S4N,0.002,0.00007,0.00005
2006-01-07,S4N,0.002,0.00007,0.00005
2006-01-08,S4N,0.002,0.00007,0.00005
2006-01-09,S4N,0.002,0.00007,0.00005
2006-01-10,S4N,0.003,0.00011,0.00008
2006-01-11,S4N,0.007,0.00025,0.00018
2006-01-12,S4N,0.004,0.00014,0.0001
2006-01-13,S4N,0.005,0.00018,0.00013
2006-01-14,S4N,0.002,0.00007,0.00005
2006-01-15,S4N,0.003,0.00011,0.00008
2006-01-16,S4N,0.005,0.00018,0.00013
2006-01-17,S4N,0.004,0.00014,0.0001
2006-01-18,S4N,0.004,0.00014,0.0001
2006-01-19,S4N,0.001,0.00004,0.00003
2006-01-20,S4N,0.001,0.00004,0.00003
2006-01-21,S4N,0,0,0
2006-01-22,S4N,0,0,0
2006-01-23,S4N,0,0,0
2006-01-24,S4N,0,0,0
2006-01-25,S4N,0,0,0
2006-01-26,S4N,0,0,0
2006-01-27,S4N,0,0,0
2006-01-28,S4N,0,0,0
2006-01-29,S4N,0,0,0
2006-01-30,S4N,0,0,0
2006-01-31,S4N,0,0,0
2006-02-01,S4N,0,0,0
2006-02-02,S4N,0,0,0
2006-02-03,S4N,0,0,0
2006-02-04,S4N,0,0,0
2006-02-05,S4N,0,0,0
2006-02-06,S4N,0,0,0
2006-02-07,S4N,0,0,0
2006-02-08,S4N,0,0,0
2006-02-09,S4N,0,0,0
2006-02-10,S4N,0,0,0
2006-02-11,S4N,0,0,0
2006-02-12,S4N,0,0,0
2006-02-13,S4N,0,0,0
2006-02-14,S4N,0,0,0
2006-02-15,S4N,0,0,0
2006-02-16,S4N,0,0,0
2006-02-17,S4N,0,0,0
2006-02-18,S4N,0,0,0
2006-02-19,S4N,0,0,0
2006-02-20,S4N,0,0,0
2006-02-21,S4N,0,0,0
2006-02-22,S4N,0,0,0
2006-02-23,S4N,0,0,0
2006-02-24,S4N,0,0,0
2006-02-25,S4N,0,0,0
2006-02-26,S4N,0,0,0
2006-02-27,S4N,0,0,0
2006-02-28,S4N,0,0,0
2006-03-01,S4N,0,0,0
2006-03-02,S4N,0,0,0
2006-03-03,S4N,0,0,0
2006-03-04,S4N,0,0,0
2006-03-05,S4N,0,0,0
2006-03-06,S4N,0,0,0
2006-03-07,S4N,0,0,0
2006-03-08,S4N,0,0,0
2006-03-09,S4N,0,0,0
2006-03-10,S4N,0,0,0
2006-03-11,S4N,0,0,0
2006-03-12,S4N,0,0,0
2006-03-13,S4N,0,0,0
2006-03-14,S4N,0,0,0
2006-03-15,S4N,0,0,0
2006-03-16,S4N,0,0,0
2006-03-17,S4N,0,0,0
2006-03-18,S4N,0,0,0
2006-03-19,S4N,0,0,0
2006-03-20,S4N,0,0,0
2006-03-21,S4N,0,0,0
2006-03-22,S4N,0,0,0
2006-03-23,S4N,0,0,0
2006-03-24,S4N,0,0,0
2006-03-25,S4N,0,0,0
2006-03-26,S4N,0.03,0.00106,0.00076
2006-03-27,S4N,0.27,0.00954,0.00686
2006-03-28,S4N,0.57,0.02013,0.01448
2006-03-29,S4N,1.17,0.04132,0.02973
